Latitude,Longitude,DepthOfSoil,TotalUnitWeight,N60,FinesContent,PeakGroundAcceleration,GoundWaterLevel,SoilType,ModulusOfElasticity
15.470214,120.383233,4.5,23,100,0,0.48,6,ROCK,6000
15.817066,120.611691,4.5,21,33,11,0.47,3,SM,35
15.817149,120.611651,4.5,20,22,10,0.47,3,SM,32.5
15.6254782,120.287526,4.5,20,18.28,24,0.346,3.46,SM,32.5
15.279038,120.568952,6,20,23,27.4,0.4,9,SM,32.5
15.279238,120.568983,6,20,22,26.5,0.4,9,SM,32.5
15.279348,120.56922,6,20,23,26.65,0.4,9,SM,32.5
15.279277,120.56927,6,20,24,32.1,0.4,9,SM,32.5
15.322512,120.596153,6,21,23,54.44,0.35,3,ML,27.5
15.322431,120.596132,6,20,26,22.7,0.35,3,SM,32.5
15.322557,120.596316,6,20,25,22.22,0.35,3,SM,32.5
15.322509,120.596224,6,20,27,21.2,0.35,3,SM,32.5
15.279931,120.569317,6,20,28,3.63,0.4,6,SP,32.5
15.279822,120.569431,6,21,31,3.89,0.4,6,SP,35
15.280222,120.569403,6,21,32,1.85,0.4,6,SP,35
15.2794012,120.567799,6,21,31,4.54,0.4,6,SP,35
15.277817,120.5210103,6,20,29,20.12,0.4,9.5,SM,32.5
15.277935,120.521199,6,21,34,82.39,0.4,9.5,CH,55
15.277791,120.521274,6,21,32,82.43,0.4,9.5,CH,55
15.277908,120.521475,6,21,36,81.85,0.4,9.5,CH,55
15.265678,120.557086,6,20,13,84.39,0.4,1,CH,20
15.265469,120.557034,6,20,13,86.57,0.4,1,CH,20
15.278801,120.521966,6,21,19,64.75,0.4,2,MH,27.5
15.278521,120.521958,6,21,23,87.24,0.4,2,CH,27.5
15.412247,120.6778943,6,21,32,5.03,0.35,3,SP,35
15.412208,120.6779764,6,21,34,5.03,0.35,3,SP,35
15.412146,120.6780798,6,21,37,3.32,0.35,3,SP,35
15.399089,120.718261,6,21,45,66.47,0.34,3,MH,55
15.399174,120.718278,6,21,43,64.4,0.34,3,MH,55
15.278117,120.520837,6,21,19,52.92,0.4,3,ML,27.5
15.277977,120.520838,6,21,22,58.86,0.4,3,ML,27.5
15.331346,120.636432,6,19,10,32.51,0.36,3,SM,13.5
15.331116,120.636551,6,20,16,32.47,0.36,3,SM,32.5
15.331107,120.636745,6,21,18,51.04,0.36,3,ML,27.5
15.331209,120.636648,6,21,20,50.77,0.36,3,ML,27.5
15.3504006,120.4602369,6,21,31,29.91,0.44,8.5,SM,35
15.350654,120.4597661,6,21,29,29.2,0.44,8.5,SM,32.5
15.35074833,120.4596344,6,21,28,24.7,0.44,8.5,SM,32.5
15.35073667,120.4596797,6,21,30,27.4,0.44,8.5,SM,32.5
15.354686,120.446385,6,19.1,10,34.05,0.48,4,SM,13.5
15.3578,120.53076,6,21,19,56.42,0.4,7.5,ML,27.5
15.35779,120.53053,6,21,21,58.13,0.4,7.5,ML,27.5
15.35771,120.5304,6,21,19,54.22,0.4,7.5,ML,27.5
15.3577,120.53029,6,21,17,55.01,0.4,7.5,ML,27.5
15.348322,120.471861,6,20,22,1.8,0.44,5,SP,32.5
15.347915,120.472292,6,21,25,3.2,0.44,3,SP,32.5
15.347612,120.472865,6,21,23,1.6,0.44,4.5,SP,32.5
15.377822,120.467915,6,19.4,26,34.31,0.45,4,SM,32.5
15.33255,120.591192,6,21,39,67.4,0.4,3,MH,55
15.33235,120.591202,6,21,37,63.18,0.4,3,MH,55
15.329174,120.539963,6,21,39,64.52,0.4,3,MH,55
15.332708,120.591205,6,21,24,62.74,0.4,3,MH,27.5
15.404695,120.517583,6,21.8,30,1.18,0.4,3,SP,32.5
15.337582,120.438447,6,21.6,1,3.5,0.45,100,SP,4
15.338506,120.439017,6,20.9,28,2.87,0.45,0.5,SP,32.5
15.377932,120.46811,6,22.2,16,4.89,0.41,3,SP,32.5
15.376099,120.465189,6,21.7,10,2.49,0.41,3,SP,13.5
15.403506,120.535484,6,21,10,24.56,0.4,1,SM,13.5
15.401833,120.537011,6,21,10,32.21,0.4,1,SM,13.5
15.35027778,120.5733333,6,21,31,57.4,0.4,100,ML,55
15.324878,120.421894,6,20,30,26.8,0.03,3,SM,32.5
15.409628,120.531149,6,20,16,27.6,0.4,0.6,SM,32.5
15.408638,120.533869,6,20,17,27.6,0.4,0.6,SM,32.5
15.406295,120.536085,6,20,14,1,0.4,1,SP,32.5
15.37835,120.50901,6,23,100,50,0.4,3,ROCK,100
15.378394,120.5089,6,23,100,50,0.4,2.8,ROCK,100
15.378457,120.509039,6,23,100,50,0.4,3.2,ROCK,100
15.378411,120.509217,6,23,100,50,0.4,2.5,ROCK,100
15.378467,120.509242,6,23,100,50,0.4,2.7,ROCK,100
15.346585,120.591898,6,23,100,5,0.36,8.6,Sandstone,6000
15.346589,120.59203,6,23,100,5,0.36,9,Sandstone,6000
15.35940626,120.536204,6,20,29,26.05,0.4,100,SM,32.5
15.35942178,120.5361342,6,20,30,24.1,0.4,100,SM,32.5
15.35945799,120.536043,6,21,31,24.43,0.4,100,SM,35
15.368641,120.491331,6,18,1,64,0.45,7.5,MH,3.75
15.368641,120.490274,6,18,1,64.55,0.45,7.5,MH,3.75
15.368729,120.490337,6,18,1,66.44,0.45,7.5,MH,3.75
15.368404,120.491331,6,18,1,67.57,0.45,7.5,MH,3.75
15.367389,120.491501,6,18,1,64.57,0.45,7.5,MH,3.75
15.361412,120.444146,6,21,35,3,0.47,1.5,SP,35
15.362605,120.444932,6,21,36,5,0.47,1.5,SP,35
15.400328,120.538445,6,20,11,20,0.4,2,SP,32.5
15.327305,120.424012,6,20,23,27.7,0.45,0.61,SM,32.5
15.328152,120.424192,6,20,23,23,0.45,0.61,SM,32.5
15.32419,120.423641,6,20,25,20.9,0.45,3,SM,32.5
15.3432561,120.5477321,6,21,52,17.41,0.4,4.5,SM,65
15.343333,120.547777,6,23,100,0,0.4,7,ROCK,6000
15.35897175,120.5291712,6,18,1,33.16,0.4,100,SM,4
15.35897175,120.5291229,6,18,1,32.74,0.4,100,SM,4
15.35897692,120.5290693,6,18,1,26.08,0.4,100,SM,4
15.376099,120.465189,6,19,9.75,2.49,0.45,3,SP,13.5
15.377334,120.466745,6,20,14.25,4.17,0.45,3,SP,32.5
15.616506,120.434783,6,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,6,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,6,23,100,0,0.45,100,Coring,6000
15.615603,120.438983,6,23,100,0,0.45,100,Coring,6000
15.463753,120.466264,6,23,100,0,0.4,9.13,Sandstone,6000
15.463478,120.466264,6,23,100,0,0.4,4.77,Sandstone,6000
15.477092,120.572627,6,23,100,4.56,0.42,3,ROCK,650
15.477114,120.572519,6,23,100,5.87,0.42,3.1,ROCK,650
15.429698,120.637142,6,17.45,19,27,0.35,1.3,SM,32.5
15.48961,120.588291,6,21,29,33.68,0.42,4.5,SM,32.5
15.484068,120.618036,6,21,73,25.5,0.37,1,SM,65
15.468813,120.653222,6,20,20,32.82,0.4,3,SM,32.5
15.529917,120.593229,6,19.5,20,22.6,0.4,1.5,SM,32.5
15.51257,120.530434,6,21,51,31.05,0.3,1.5,SM,65
15.512619,120.530559,6,21,42,33.18,0.3,1.5,SM,35
15.482223,120.618998,6,21,28,58,0.37,6,ML,27.5
15.478732,120.612065,6,21,87,35,0.37,3,SM,65
15.465571,120.56082,6,23,100,0,0.4,2,Coring,6000
15.506958,120.582855,6,22,14,4.3,0.3,3,SP,32.5
15.506284,120.581837,6,22,17,2,0.3,1.5,SP,32.5
15.505427,120.581811,6,22,19,3,0.3,3,SP,32.5
15.4589611,120.563484,6,23,100,0,0.4,3,Coring,6000
15.4446,120.598586,6,22,28,58,0.4,2.5,SC,45
15.460898,120.57104,6,19.58,50,35,0.42,100,SM,35
15.460948,120.571038,6,19.58,50,39,0.42,100,SM,35
15.439278,120.1588021,6,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,6,21,44,62,0.42,3,MH,55
15.473617,120.586585,6,21,46,64,0.42,3,MH,55
15.50401,120.545443,6,18.8,45,63,0.42,100,MH,55
15.500177,120.578478,6,23,100,0,0.42,4.2,Coring,6000
15.500281,120.578607,6,23,100,0,0.42,4.2,Coring,6000
15.461005,120.628472,6,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,6,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,6,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,6,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,6,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,6,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,6,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,6,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,6,21,16,63.2,0.36,3,MH,27.5
15.405077,120.523147,6,24.5,31,28.1,0.4,100,SM,35
15.404488,120.52111,6,20.9,26,22.3,0.4,100,SM,32.5
15.350556,120.5733333,6,21,37,54.94,0.4,100,ML,55
15.35027778,120.5733333,6,21,31,57.4,0.4,100,ML,55
15.663855,120.640629,6,20,28,28.8,0.4,3,SM,32.5
15.636466,120.678522,6,21,15,64.67,0.4,5,MH,27.5
15.636579,120.67891,6,21,15,65.44,0.4,6,MH,27.5
15.636575,120.678641,6,21,19,30.76,0.4,100,MH,27.5
15.350654,120.4597661,6,20,29,29.2,0.45,8.5,SM,32.5
15.3505555,120.4594444,6,20,27,27.6,0.45,8.5,SM,32.5
15.3508333,120.4596333,6,20,28,24.77,0.45,8.5,SM,32.5
15.3507366,120.4596797,6,20,30,27.4,0.45,8.5,SM,32.5
15.3596706,120.5295569,6,21,26,54.33,0.4,1.5,ML,27.5
15.3596141,120.5296142,6,21,21,57.28,0.4,1.5,ML,27.5
15.3170505,120.5445324,6,23,100,0,0.4,9,Silty Tuff,6000
15.317026,120.5444387,6,23,100,0,0.4,12,Silty Tuff,6000
15.3169582,120.5443456,6,23,100,0,0.4,9,Silty Tuff,6000
15.3576096,120.5307234,6,21,19,56.42,0.4,7.5,ML,27.5
15.3576708,120.5305979,6,21,17,54.21,0.4,7.5,ML,27.5
15.3575746,120.5304976,6,21,21,58.13,0.4,7.5,ML,27.5
15.360509,120.5299422,6,21,27,82.9,0.4,9.3,CH,27.5
15.3606868,120.5302883,6,21,30,83.14,0.4,9.5,CH,27.5
15.3604388,120.53002,6,21,31,56.5,0.4,9.5,ML,55
15.3605854,120.5301752,6,21,31,83.19,0.4,9.3,CH,55
15.3589515,120.5297841,6,21,23,53.07,0.4,3,ML,27.5
15.3589267,120.5296187,6,21,21,57.28,0.4,1.5,ML,27.5
15.3502499,120.4587197,6,21,46,31.5,0.45,1.05,SM,35
15.3502834,120.4589033,6,21,48,26.61,0.45,1.05,SM,35
15.3504817,120.4589928,6,21,50,34.67,0.45,1.05,SM,35
15.359346,120.5292768,6,21,19,54.22,0.4,7.5,ML,27.5
15.3591204,120.5295204,6,21,17,55.01,0.4,100,ML,27.5
15.3585559,120.5361853,6,20,29,26.05,0.4,100,SM,32.5
15.3588452,120.5360233,6,21,31,24.43,0.4,100,SM,35
15.311507,120.525509,6,23,100,0,0.4,100,Tuff,6000
15.311605,120.525277,6,23,100,0,0.4,100,Tuff,6000
15.311683,120.525076,6,23,100,0,0.4,100,Tuff,6000
15.367389,120.491501,6,21,32,64,0.45,7.5,MH,55
15.368729,120.490337,6,21,25,66.44,0.45,7.5,MH,27.5
15.368404,120.491331,6,21,28,67.57,0.45,7.5,MH,27.5
15.32775,120.591127,6,21,58,17.9,0.4,3,SM,65
15.327568,120.590818,6,21,56,22.16,0.4,3,SM,65
15.327553,120.591062,6,21,47,25.89,0.4,6,SM,35
15.327533,120.591042,6,21,58,27.23,0.4,3,SM,65
15.3360374,120.6249407,6,21,15,36.21,0.36,1.05,CH,27.5
15.335743,120.6249792,6,21,21,36.21,0.36,1.05,CH,27.5
15.3032316,120.6952735,6,20,22,3.83,0.33,4.05,SP,32.5
15.3030271,120.695197,6,20,24,2.91,0.33,4.05,SP,32.5
15.3360188,120.658229,6,20,27,24.25,0.4,100,SM,32.5
15.3358829,120.6581489,6,20,27,23.14,0.4,100,SM,32.5
15.3358237,120.6583001,6,20,28,23.51,0.4,100,SM,32.5
15.3246303,120.6566815,6,19,6,19.47,0.36,1,SM,13.5
15.3241186,120.6565847,6,19,7,22.14,0.36,1,SM,13.5
15.326433,120.6543302,6,20,20,20.98,0.36,1,SM,32.5
15.3264609,120.6545474,6,20,20,18.97,0.36,1,SM,32.5
15.325277,120.653888,6,21,37,26.04,0.36,100,SM,35
15.325833,120.653611,6,20,26,27.52,0.36,100,SM,32.5
15.325833,120.654166,6,20,26,31.65,0.36,100,SM,32.5
15.27346,120.56187,6,18.15,39,89,0.4,100,ML,3.75
15.686632,120.412972,6,16.6,28,67.2,0.4,4.5,MH,15
15.686638,120.41313,6,16.8,26,63.9,0.4,5,MH,15
15.686652,120.412968,6,20,15,64.3,0.4,6,MH,20
15.686296,120.412971,6,20,13,68.2,0.4,7,MH,20
15.686062,120.412563,6,20,6,67.2,0.4,7,MH,20
15.743831,120.443005,6,23,100,0,0.3,100,ROCK,6000
15.743915,120.443051,6,23,100,0,0.3,100,ROCK,6000
15.745085,120.576019,6,21,27,58,0.3,2,ML,27.5
15.744907,120.576261,6,21,25,52,0.3,2,ML,27.5
15.769692,120.575525,6,21,32,55.66,0.3,1,ML,55
15.808724,120.571566,6,21,23,52.2,0.3,1,ML,27.5
15.808848,120.571571,6,21,25,56.1,0.3,1,ML,27.5
15.737812,120.577325,6,20,13,52.13,0.3,6,ML,20
15.737879,120.577483,6,20,14,56.94,0.3,6,ML,20
15.74407,120.597089,6,17,38,65.99,0.3,100,MH,15
15.625795,120.650289,6,20,33,28.27,0.3,6,SM,15
15.625836,120.650662,6,20,35,27.79,0.3,6,SM,20
15.666889,120.642879,6,17,19,68.06,0.3,1,MH,12
15.684023,120.639705,6,17,19,64.57,0.3,21,MH,12
15.685089,120.637294,6,20.3,14,28.53,0.4,1,SM,15
15.786314,120.605458,6,18,16,56.3,0.3,3.5,ML,12
15.798112,120.611316,6,18,37,52.6,0.4,100,ML,15
15.798144,120.611495,6,18,31,51.6,0.4,100,ML,15
15.7854,120.613728,6,21,19,33.42,0.3,5,SM,15
15.785383,120.613613,6,21,22,28.47,0.3,3,SM,15
15.78522,120.613398,6,18,14,28.62,0.3,3,SM,10
15.797873,120.60978,6,19.8,24,33.61,0.4,0.4,SM,15
15.799033,120.611473,6,20.1,14,33.35,0.4,1.1,SM,10
15.535479,120.689187,6,22,40,33.42,0.3,6,SM,20
15.535636,120.689206,6,20,40,25.46,0.3,6,SM,20
15.597176,120.664616,6,18,22,53.64,0.3,3,ML,15
15.589208,120.698247,6,18.3,18,55.75,0.4,1.1,ML,12
15.596175,120.698729,6,18.3,15,56.2,0.4,3,ML,12
15.558353,120.689713,6,17,33,66.4,0.3,1.5,MH,15
15.558274,120.68961,6,17,49,64.2,0.3,1.5,MH,15
15.543797,120.681065,6,20,36,31.26,0.3,6,SM,20
15.543676,120.681087,6,20,36,33.5,0.3,6,SM,20
15.645886,120.388381,6,23,100,0,0.4,4,ROCK,6000
15.715506,120.623904,6,20,12,0.5722,0.4,28.5,ML,20
15.759537,120.600182,6,21,17,0.2697,0.3,1.5,SM,15
15.635408,120.624588,6,17,29,0.642,0.3,7.5,MH,15
15.555718,120.600598,6,20,18,0.244,0.3,3,SM,15
15.592509,120.620622,6,21,38,0.239,0.3,3,SM,20
15.59251,120.620552,6,20,24,0.285,0.3,3,SM,15
15.556476,120.573764,6,19,24,0.239,0.3,100,SM,15
15.556501,120.573845,6,19,28,0.248,0.3,100,SM,15
15.578761,120.573483,6,17,13,0.6302,0.3,4.5,MH,12
15.600169,120.544751,6,17,36,0.627,0.3,100,MH,15
15.600168,120.544618,6,17,31,0.639,0.3,100,MH,15
15.589244,120.597051,6,21,37,0.261,0.3,2.5,SM,20
15.58917,120.597011,6,21,42,0.271,0.3,2.5,SM,20
15.620661,120.500156,6,23,100,0,0.3,3,ROCK,2000
15.620647,120.500056,6,23,100,0,0.3,2.37,ROCK,2000
15.598293,120.517626,6,18,96,0.63,0.3,12,SM,25
15.555633,120.608133,6,16,18,0.84,0.3,2,CH,25
15.55565,120.608052,6,17,12,0.82,0.3,2,CH,25
15.596727,120.608189,6,17,16,0.838,0.3,1.5,CH,25
15.572991,120.551964,6,23,100,0,0.4,10,ROCK,6000
15.573001,120.551884,6,23,100,0,0.4,10.5,ROCK,6000
15.602593,120.593001,6,23,46,0.227,0.3,4.5,SM,20
15.645909,120.52908,6,18.1,44,0.542,0.4,6,ML,20
15.66474,120.555608,6,17,13,0.684,0.3,2,MH,12
15.664765,120.55554,6,17,10,0.644,0.3,2,MH,10
15.636114,120.543763,6,21,18,0.667,0.3,3,MH,15
15.636527,120.543634,6,21,32,0.313,0.3,3,SM,35
15.691076,120.55347,6,17,39,0.8599,0.3,3,CH,50
15.677637,120.58916,6,20,12,0.043,0.3,3,SP,15
15.677583,120.589097,6,21,22,0.633,0.3,3,MH,15
15.677111,120.480166,6,23,100,0,0.4,1.05,ROCK,6000
15.677082,120.480209,6,23,100,0,0.4,1.05,ROCK,6000
15.634223,120.517015,6,23,100,0,0.4,6.1,ROCK,6000
15.668819,120.584161,6,18.456,8,0.9696,0.5,1,SC,4
15.669577,120.580887,6,22.329,8,0.9669,0.5,1,CH,20
15.669652,120.580584,6,20.696,19,0.4347,0.5,1,SC,32.5
15.62325,120.371596,6,23,100,0,0.4,7.5,ROCK,2000
15.625251,120.378636,6,23,100,0,0.4,100,ROCK,2000
15.625081,120.378554,6,23,100,0,0.4,100,ROCK,2000
15.646295,120.392319,6,23,100,0,0.4,9,ROCK,650
15.684619,120.633292,6,17.1,18,65.1,0.4,4,MH,12
15.586626,120.699743,6,18,39,56.1,0.3,4.5,ML,15
15.7270818,120.3585672,6,20,19,96,0.4,0.01,ML,27.5
15.368379,120.505943,6,23,100,0,0.4,6,ROCK,6000
15.3368218,120.505972,6,23,100,0,0.4,9,ROCK,6000
15.368155,120.505985,6,23,100,0,0.4,9,ROCK,6000
15.345582,120.592561,6,20,12,44.93,0.4,2.5,SM,32.5
15.345923,120.592566,6,20,13,5.91,0.4,2.5,SM,32.5
15.345885,120.592252,6,20,13,4.41,0.4,2.9,SP,32.5
15.3493346,120.5740834,6,20,20,4.72,0.4,1.5,SP,32.5
15.3493432,120.5740782,6,20,24,1.31,0.4,1.5,SP,32.5
15.3604846,120.5304394,6,21,27,82.9,0.4,9.3,CH,27.5
15.3604923,120.5304318,6,21,30,83.14,0.4,9.5,CH,27.5
15.3604639,120.5304378,6,21,31,56.5,0.4,9.5,ML,55
15.3604936,120.5304873,6,21,31,83.19,0.4,9.3,CH,55
15.311507,120.525509,6,23,100,0,0.4,100,ROCK,6000
15.311605,120.525277,6,23,100,0,0.4,100,ROCK,6000
15.368374,120.505995,6,23,100,0,0.45,6,ROCK,650
15.368238,120.505962,6,23,100,0,0.45,9,ROCK,650
15.368155,120.505985,6,23,100,0,0.45,9,ROCK,650
15.336751,120.592007,6,21,23,65.42,0.4,6,MH,27.5
15.336912,120.592032,6,21,23,61.02,0.4,6,MH,27.5
15.337439,120.589244,6,21,26,58.97,0.4,6,MH,27.5
15.35055556,120.5733333,6,21,37,54.94,0.4,100,ML,55
15.35055666,120.5734335,6,21,31,57.4,0.4,100,ML,55
15.35055757,120.5735496,6,21,36,58.65,0.4,100,ML,55
15.37828,120.50819,6,23,100,0,0.4,8.5,ROCK,6000
15.378975,120.508226,6,23,100,0,0.4,8.6,ROCK,6000
15.378334,120.508301,6,23,100,0,0.4,9,ROCK,6000
15.378269,120.508313,6,23,100,0,0.4,8.5,ROCK,650
15.378308,120.508307,6,23,100,0,0.4,9.1,ROCK,650
15.3505296,120.5701649,6,21,61,20.79,0.4,6,SM,65
15.332215,120.5908914,6,21,26,52.71,0.36,3,ML,27.5
15.33229444,120.5909653,6,21,25,52.81,0.36,3,ML,27.5
15.32917361,120.5899628,6,21,22,54.11,0.36,3,ML,27.5
15.32917432,120.5899736,6,21,22,59.64,0.36,3,ML,27.5
15.3575853,120.530428,6,20,14,4.49,0.4,9,SP,32.5
15.3575962,120.5304292,6,20,15,3.26,0.4,9,SP,32.5
15.3575763,120.5304292,6,20,16,4.36,0.4,9,SP,32.5
15.468587,120.443263,6,23,100,0,0.47,8,ROCK,6000
15.468598,120.442912,6,23,100,0,0.47,7.5,ROCK,6000
15.616506,120.434783,6,23,100,0,0.47,6,ROCK,6000
15.616441,120.434581,6,23,100,0,0.47,6,ROCK,6000
15.470214,120.383233,6,23,100,0,0.48,6,ROCK,6000
15.817066,120.611691,6,21,37,27,0.47,3,SM,35
15.817149,120.611651,6,21,40,8,0.47,3,SM,35
15.6254782,120.287526,6,20,20.1,17,0.346,3.46,SM,32.5
15.279038,120.568952,7.5,20,28,31.59,0.4,9,SM,32.5
15.279238,120.568983,7.5,20,28,30.88,0.4,9,SM,32.5
15.279348,120.56922,7.5,20,30,22.51,0.4,9,SM,32.5
15.279277,120.56927,7.5,20,29,30.28,0.4,9,SM,32.5
15.322512,120.596153,7.5,20,29,19.24,0.35,3,SM,32.5
15.322431,120.596132,7.5,21,31,23.08,0.35,3,SM,35
15.322557,120.596316,7.5,20,29,23.24,0.35,3,SM,32.5
15.322509,120.596224,7.5,20,30,22.28,0.35,3,SM,32.5
15.279931,120.569317,7.5,21,40,3.56,0.4,6,SP,35
15.279822,120.569431,7.5,21,40,2.25,0.4,6,SP,35
15.280222,120.569403,7.5,21,40,3.37,0.4,6,SP,35
15.2794012,120.567799,7.5,21,41,2.22,0.4,6,SP,35
15.277817,120.5210103,7.5,21,36,20.33,0.4,9.5,SM,35
15.277935,120.521199,7.5,21,41,7.62,0.4,9.5,SP-SM,35
15.277791,120.521274,7.5,21,41,82.63,0.4,9.5,CH,55
15.277908,120.521475,7.5,21,44,82.05,0.4,9.5,CH,55
15.265678,120.557086,7.5,20,11,88.18,0.4,1,CH,20
15.265469,120.557034,7.5,21,15,89.21,0.4,1,CH,27.5
15.278801,120.521966,7.5,21,31,68.54,0.4,2,MH,55
15.278521,120.521958,7.5,21,31,65.42,0.4,2,MH,55
15.412247,120.6778943,7.5,21,45,1.17,0.35,3,SP,35
15.412208,120.6779764,7.5,21,47,3.39,0.35,3,SP,35
15.412146,120.6780798,7.5,21,49,4.54,0.35,3,SP,35
15.399089,120.718261,7.5,21,52,67.6,0.34,3,MH,55
15.399174,120.718278,7.5,21,59,64.52,0.34,3,MH,55
15.278117,120.520837,7.5,21,28,59.28,0.4,3,ML,27.5
15.277977,120.520838,7.5,21,25,57.27,0.4,3,ML,27.5
15.331346,120.636432,7.5,21,57,33.68,0.36,3,SM,65
15.331116,120.636551,7.5,21,53,26.07,0.36,3,SM,65
15.331107,120.636745,7.5,21,43,30.97,0.36,3,SM,35
15.331209,120.636648,7.5,21,47,54,0.36,3,ML,55
15.3504006,120.4602369,7.5,21,27,24.43,0.44,8.5,SM,32.5
15.350654,120.4597661,7.5,21,30,30.54,0.44,8.5,SM,32.5
15.35074833,120.4596344,7.5,21,33,26.12,0.44,8.5,SM,35
15.35073667,120.4596797,7.5,21,30,30.31,0.44,8.5,SM,32.5
15.354686,120.446385,7.5,19.2,16,26.74,0.48,4,SM,32.5
15.3578,120.53076,7.5,21,21,53.27,0.4,7.5,ML,27.5
15.35779,120.53053,7.5,21,25,28.88,0.4,7.5,SM,32.5
15.35771,120.5304,7.5,21,23,29.57,0.4,7.5,SM,32.5
15.3577,120.53029,7.5,21,21,15.75,0.4,7.5,SM,32.5
15.348322,120.471861,7.5,21,25,2.7,0.44,5,SP,32.5
15.347915,120.472292,7.5,21,32,1,0.44,3,SP,35
15.347612,120.472865,7.5,21,26,1.4,0.44,4.5,SP,32.5
15.377822,120.467915,7.5,20.5,24,24.76,0.45,4,SM,32.5
15.33255,120.591192,7.5,21,37,5.19,0.4,3,SP,35
15.33235,120.591202,7.5,21,36,4.86,0.4,3,SP,35
15.329174,120.539963,7.5,21,41,3.05,0.4,3,SP,35
15.332708,120.591205,7.5,21,32,5.99,0.4,3,SP,35
15.404695,120.517583,7.5,21.5,45,3.92,0.4,3,SP,35
15.337582,120.438447,7.5,21.7,1,1.34,0.45,100,SP,4
15.338506,120.439017,7.5,20.8,35,2.8,0.45,0.5,SP,35
15.377932,120.46811,7.5,20.8,24,33.77,0.41,3,SM,32.5
15.376099,120.465189,7.5,21.9,10,0.64,0.41,3,SP,13.5
15.403506,120.535484,7.5,21,10,25.2,0.4,1,SM,13.5
15.401833,120.537011,7.5,21,10,25.37,0.4,1,SM,13.5
15.35027778,120.5733333,7.5,21,38,28.88,0.4,100,SM,35
15.324878,120.421894,7.5,21,37,26.8,0.03,3,SM,35
15.409628,120.531149,7.5,20,28,26.6,0.4,0.6,SM,32.5
15.408638,120.533869,7.5,20,25,26.9,0.4,0.6,SM,32.5
15.406295,120.536085,7.5,20,26,3.24,0.4,1,SP,32.5
15.37835,120.50901,7.5,23,100,50,0.4,3,ROCK,100
15.378394,120.5089,7.5,23,100,50,0.4,2.8,ROCK,100
15.378457,120.509039,7.5,23,100,50,0.4,3.2,ROCK,100
15.378411,120.509217,7.5,23,100,50,0.4,2.5,ROCK,100
15.378467,120.509242,7.5,23,100,50,0.4,2.7,ROCK,100
15.346585,120.591898,7.5,23,100,5,0.36,8.6,Sandstone,6000
15.346589,120.59203,7.5,23,100,5,0.36,9,Sandstone,6000
15.35940626,120.536204,7.5,21,35,28.25,0.4,100,SM,35
15.35942178,120.5361342,7.5,21,37,24.89,0.4,100,SM,35
15.35945799,120.536043,7.5,21,38,24.43,0.4,100,SM,35
15.368641,120.491331,7.5,21,100,64.34,0.45,7.5,Sandstone,6000
15.368641,120.490274,7.5,21,100,64.45,0.45,7.5,Sandstone,6000
15.368729,120.490337,7.5,18,1,67.08,0.45,7.5,MH,3.75
15.368404,120.491331,7.5,18,1,62.93,0.45,7.5,MH,3.75
15.367389,120.491501,7.5,18,1,65.86,0.45,7.5,MH,3.75
15.361412,120.444146,7.5,21,41,2,0.47,1.5,SP,35
15.362605,120.444932,7.5,21,45,4,0.47,1.5,SP,35
15.400328,120.538445,7.5,20,14,4.4,0.4,2,SP,32.5
15.327305,120.424012,7.5,21,32,31.1,0.45,0.61,SM,35
15.328152,120.424192,7.5,21,32,25.6,0.45,0.61,SM,35
15.32419,120.423641,7.5,21,33,26.4,0.45,3,SM,35
15.3432561,120.5477321,7.5,21,56,18.54,0.4,4.5,SM,65
15.343333,120.547777,7.5,23,100,0,0.4,7,ROCK,6000
15.35897175,120.5291712,7.5,18,1,21.77,0.4,100,SM,4
15.35897175,120.5291229,7.5,18,1,33.52,0.4,100,SM,4
15.35897692,120.5290693,7.5,18,1,31.42,0.4,100,SM,4
15.376099,120.465189,7.5,20,12.75,0.64,0.45,3,SP,32.5
15.377334,120.466745,7.5,20,15.75,4.77,0.45,3,SP,32.5
15.616506,120.434783,7.5,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,7.5,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,7.5,23,100,0,0.45,100,Coring,6000
15.615603,120.438983,7.5,23,100,0,0.45,100,Coring,6000
15.463753,120.466264,7.5,23,100,0,0.4,9.13,Sandstone,6000
15.463478,120.466264,7.5,23,100,0,0.4,4.77,Sandstone,6000
15.477092,120.572627,7.5,23,100,2.69,0.42,3,ROCK,650
15.477114,120.572519,7.5,23,100,1.65,0.42,3.1,ROCK,650
15.429698,120.637142,7.5,17.45,19,27,0.35,1.3,SM,32.5
15.48961,120.588291,7.5,21,26,58.68,0.42,4.5,ML,27.5
